dataset,column,family,data_type,null_count,null_pct,exact_unique_nonnull,min,max,mean,median,std,top1_value,top1_share_of_nonnull,mask_group,fraud_rate_if_null,fraud_rate_if_present,auc_nonnull,treatment,treatment_reason,description,potential_feature_role,v_redundant_with_at_r098
ieee,V103,V,double,314,0.0531716733836827,928,0.0,928.0,1.2792879337745202,0.0,25.68562027946096,0.0,92.80224863018572,MG02,5.414012738853503,3.497982128879446,0.5851360789213553,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V96
ieee,V104,V,double,314,0.0531716733836827,16,0.0,15.0,0.0854333763676964,0.0,0.6487170044105827,0.0,95.47647850145538,MG02,5.414012738853503,3.497982128879446,0.5106938053000177,1_KEEP_IMPUTE,Near-constant (95.48% one value) BUT minority rows n=26699 have fraud rate 5.10% (1.46x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V105,V,double,314,0.0531716733836827,100,0.0,99.0,0.2811448495999837,0.0,3.373945392569586,0.0,92.8034346165706,MG02,5.414012738853503,3.497982128879446,0.5155443289937552,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V106,V,double,314,0.0531716733836827,56,0.0,55.0,0.1645844134280767,0.0,1.8256638782886827,0.0,94.55259510763672,MG02,5.414012738853503,3.497982128879446,0.5150110017232395,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V107,V,double,314,0.0531716733836827,2,0.0,1.0,0.999579821966501,1.0,0.0204939377358085,1.0,99.9579821966501,MG02,5.414012738853503,3.497982128879446,0.5001424174554291,4_DROP_LOW_INFO,Near-constant (99.958% one value); only 248 minority rows. Null rate <1% so no missingness signal either.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V108,V,double,314,0.0531716733836827,8,0.0,7.0,1.0046134870371688,1.0,0.0811459173410398,1.0,99.49443094678988,MG02,5.414012738853503,3.497982128879446,0.5164920910042953,1_KEEP_IMPUTE,Near-constant (99.49% one value) BUT minority rows n=2984 have fraud rate 25.13% (7.18x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V109,V,double,314,0.0531716733836827,8,0.0,7.0,1.0148163584796333,1.0,0.1277692670027789,1.0,98.55580743647349,MG02,5.414012738853503,3.497982128879446,0.5162514905291417,1_KEEP_IMPUTE,Near-constant (98.56% one value) BUT minority rows n=8524 have fraud rate 11.03% (3.15x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V110,V,double,314,0.0531716733836827,8,0.0,7.0,1.00773940829445,1.0,0.0972896011713102,1.0,99.20962478779316,MG02,5.414012738853503,3.497982128879446,0.5167529314994085,1_KEEP_IMPUTE,Near-constant (99.21% one value) BUT minority rows n=4665 have fraud rate 17.58% (5.02x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V111,V,double,314,0.0531716733836827,10,0.0,9.0,1.002563424857597,1.0,0.0708302783143102,1.0,99.70740021618838,MG02,5.414012738853503,3.497982128879446,0.517463107393676,1_KEEP_IMPUTE,Near-constant (99.71% one value) BUT minority rows n=1727 have fraud rate 43.14% (12.33x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V112,V,double,314,0.0531716733836827,10,0.0,9.0,1.0053555756608483,1.0,0.0846173124600127,1.0,99.49290610715218,MG02,5.414012738853503,3.497982128879446,0.5182428817072595,1_KEEP_IMPUTE,Near-constant (99.49% one value) BUT minority rows n=2993 have fraud rate 27.63% (7.90x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V113,V,double,314,0.0531716733836827,10,0.0,9.0,1.0033834497294256,1.0,0.07475361041989,1.0,99.65132000284636,MG02,5.414012738853503,3.497982128879446,0.5175976019685137,1_KEEP_IMPUTE,Near-constant (99.65% one value) BUT minority rows n=2058 have fraud rate 37.07% (10.60x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V114,V,double,314,0.0531716733836827,7,0.0,6.0,1.0092981332574302,1.0,0.110178809576695,1.0,99.06171534293644,MG02,5.414012738853503,3.497982128879446,0.521099234226734,1_KEEP_IMPUTE,Near-constant (99.06% one value) BUT minority rows n=5538 have fraud rate 18.45% (5.27x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V115,V,double,314,0.0531716733836827,7,0.0,6.0,1.0324502817564798,1.0,0.1903844820837159,1.0,96.93253092883064,MG02,5.414012738853503,3.497982128879446,0.5211001292440757,1_KEEP_IMPUTE,Near-constant (96.93% one value) BUT minority rows n=18105 have fraud rate 8.09% (2.31x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V116,V,double,314,0.0531716733836827,7,0.0,6.0,1.0157380393273086,1.0,0.1367701386075173,1.0,98.46939985700392,MG02,5.414012738853503,3.497982128879446,0.5221695434998616,1_KEEP_IMPUTE,Near-constant (98.47% one value) BUT minority rows n=9034 have fraud rate 13.14% (3.76x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V117,V,double,314,0.0531716733836827,4,0.0,3.0,1.000391375507009,1.0,0.0352383881130282,1.0,99.87682684259929,MG02,5.414012738853503,3.497982128879446,0.5047407355942848,1_KEEP_IMPUTE,Near-constant (99.88% one value) BUT minority rows n=727 have fraud rate 27.92% (7.98x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V118,V,double,314,0.0531716733836827,4,0.0,3.0,1.001474011649775,1.0,0.0410113149774629,1.0,99.83260649310604,MG02,5.414012738853503,3.497982128879446,0.5045326516731593,1_KEEP_IMPUTE,Near-constant (99.83% one value) BUT minority rows n=988 have fraud rate 21.36% (6.10x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V119,V,double,314,0.0531716733836827,4,0.0,3.0,1.0007285344935668,1.0,0.0363921070566808,1.0,99.86852493790514,MG02,5.414012738853503,3.497982128879446,0.5047673678238475,1_KEEP_IMPUTE,Near-constant (99.87% one value) BUT minority rows n=776 have fraud rate 26.68% (7.62x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V120,V,double,314,0.0531716733836827,4,0.0,3.0,1.0008742413922802,1.0,0.0416839644103564,1.0,99.8292179605778,MG02,5.414012738853503,3.497982128879446,0.502086120748981,1_KEEP_IMPUTE,Near-constant (99.83% one value) BUT minority rows n=1008 have fraud rate 10.62% (3.03x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V121,V,double,314,0.0531716733836827,4,0.0,3.0,1.004276328050611,1.0,0.0670970596304068,1.0,99.55406911928652,MG02,5.414012738853503,3.497982128879446,0.5021114402155781,1_KEEP_IMPUTE,Near-constant (99.55% one value) BUT minority rows n=2632 have fraud rate 6.53% (1.87x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V122,V,double,314,0.0531716733836827,4,0.0,3.0,1.0017586483821452,1.0,0.0486363176349974,1.0,99.76619125555295,MG02,5.414012738853503,3.497982128879446,0.5023307664899263,1_KEEP_IMPUTE,Near-constant (99.77% one value) BUT minority rows n=1380 have fraud rate 9.49% (2.71x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V123,V,double,314,0.0531716733836827,14,0.0,13.0,1.031120282739154,1.0,0.2281339944116303,1.0,97.3715153178613,MG02,5.414012738853503,3.497982128879446,0.5407161685392164,1_KEEP_IMPUTE,Near-constant (97.37% one value) BUT minority rows n=15514 have fraud rate 13.79% (3.94x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V124,V,double,314,0.0531716733836827,14,0.0,13.0,1.0929745555092456,1.0,0.3741029924870989,1.0,92.51456221854002,MG02,5.414012738853503,3.497982128879446,0.5341326584822641,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V125,V,double,314,0.0531716733836827,14,0.0,13.0,1.0504145869548274,1.0,0.280036742444428,1.0,95.8234642323449,MG02,5.414012738853503,3.497982128879446,0.5404616010314437,1_KEEP_IMPUTE,Near-constant (95.82% one value) BUT minority rows n=24651 have fraud rate 9.90% (2.83x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V126,V,double,314,0.0531716733836827,10299,0.0,160000.0,129.97941710470164,0.0,2346.949693218716,0.0,86.49940870107383,MG02,5.414012738853503,3.497982128879446,0.5826272175013437,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V95
ieee,V127,V,double,314,0.0531716733836827,24414,0.0,160000.0,336.6115585155757,0.0,4238.663358217077,0.0,62.108073856454986,MG02,5.414012738853503,3.497982128879446,0.5305776487928957,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V96
ieee,V128,V,double,314,0.0531716733836827,14507,0.0,160000.0,204.09403837496453,0.0,3010.2562241576584,0.0,76.95577626197422,MG02,5.414012738853503,3.497982128879446,0.5803200761527865,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V129,V,double,314,0.0531716733836827,1968,0.0,55125.0,8.768944125254277,0.0,113.83273172922156,0.0,94.64544089890992,MG02,5.414012738853503,3.497982128879446,0.5172441375955935,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V130,V,double,314,0.0531716733836827,12332,0.0,55125.0,92.16584942117252,0.0,315.9602171412859,0.0,68.40871123942354,MG02,5.414012738853503,3.497982128879446,0.4674715105648085,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V131,V,double,314,0.0531716733836827,4444,0.0,55125.0,31.13330217318316,0.0,161.1611211591836,0.0,84.12421682541941,MG02,5.414012738853503,3.497982128879446,0.5181875133408607,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V132,V,double,314,0.0531716733836827,6560,0.0,93736.0,103.51318849235776,0.0,2266.104220086924,0.0,94.23746158251248,MG02,5.414012738853503,3.497982128879446,0.5719729672057449,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V95
ieee,V133,V,double,314,0.0531716733836827,9949,0.0,133915.0,204.88915980030453,0.0,3796.31353877664,0.0,90.8060641178125,MG02,5.414012738853503,3.497982128879446,0.5890186574745316,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V96
ieee,V134,V,double,314,0.0531716733836827,8178,0.0,98476.0,145.97232754635542,0.0,2772.9844679500857,0.0,92.80224863018572,MG02,5.414012738853503,3.497982128879446,0.58450758537104,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V96
ieee,V135,V,double,314,0.0531716733836827,3724,0.0,90750.0,17.25013217816419,0.0,293.8473142768753,0.0,95.47647850145538,MG02,5.414012738853503,3.497982128879446,0.5105928154974056,1_KEEP_IMPUTE,Near-constant (95.48% one value) BUT minority rows n=26699 have fraud rate 5.10% (1.46x base) - keep; consider binary 'is_minority' flag.,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V136,V,double,314,0.0531716733836827,4852,0.0,90750.0,38.82119582327327,0.0,451.8080286208304,0.0,92.8034346165706,MG02,5.414012738853503,3.497982128879446,0.5156045476738483,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V137,V,double,314,0.0531716733836827,4252,0.0,90750.0,26.365089844530424,0.0,348.3324187271708,0.0,94.55259510763672,MG02,5.414012738853503,3.497982128879446,0.5149553430820952,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V138,V,double,508595,86.12371727571376,23,0.0,22.0,0.0364390749893221,0.0,0.4284870004446892,0.0,98.37085850265422,MG49,3.34509776934496,4.454207090121424,0.5211732567467438,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V139,V,double,508595,86.12371727571376,34,0.0,33.0,1.073915431081823,1.0,1.3339157351220108,1.0,57.88028555738605,MG49,3.34509776934496,4.454207090121424,0.6586336257235762,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V140,V,double,508595,86.12371727571376,34,0.0,33.0,1.12526694734273,1.0,1.4678407710657315,1.0,56.86497040698029,MG49,3.34509776934496,4.454207090121424,0.6769018210893644,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V141,V,double,508595,86.12371727571376,6,0.0,5.0,0.037696015620233,0.0,0.2151319080134212,0.0,96.6636158398926,MG49,3.34509776934496,4.454207090121424,0.5343338252674509,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V142,V,double,508595,86.12371727571376,10,0.0,9.0,0.048581365550064,0.0,0.3138862703046554,0.0,96.5916163280249,MG49,3.34509776934496,4.454207090121424,0.5348949870834488,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V143,V,double,508589,86.12270125647713,870,0.0,869.0,8.397005527693377,0.0,55.26720802267843,0.0,77.93925638491294,MG48,3.344940610198018,4.455101219021122,0.5309677696378081,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V144,V,double,508589,86.12270125647713,63,0.0,62.0,3.708484338202096,0.0,10.485569120293256,0.0,76.190650510671,MG48,3.344940610198018,4.455101219021122,0.5498154829429681,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V145,V,double,508589,86.12270125647713,260,0.0,297.0,22.112945540627937,0.0,64.37146705236354,0.0,74.72880135690839,MG48,3.344940610198018,4.455101219021122,0.5632846736648718,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V146,V,double,508595,86.12371727571376,25,0.0,24.0,0.1562755506742327,0.0,0.6823233388863481,0.0,91.1806699615596,MG49,3.34509776934496,4.454207090121424,0.6344048334932776,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V147,V,double,508595,86.12371727571376,27,0.0,26.0,0.168600890841418,0.0,0.750492425585202,0.0,90.9524681188602,MG49,3.34509776934496,4.454207090121424,0.6473056905434049,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V148,V,double,508595,86.12371727571376,21,0.0,20.0,0.7650009152480323,1.0,0.5814218846549539,1.0,71.57239611934834,MG49,3.34509776934496,4.454207090121424,0.6358627582544766,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V149,V,double,508595,86.12371727571376,21,0.0,20.0,0.7753127097443407,1.0,0.6281871095662578,1.0,71.2307035206541,MG49,3.34509776934496,4.454207090121424,0.6533212743863873,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V150,V,double,508589,86.12270125647713,1996,1.0,3389.0,277.5980280899562,1.0,829.5718610458243,1.0,82.43828629302877,MG48,3.344940610198018,4.455101219021122,0.6005612783705229,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V145
ieee,V151,V,double,508589,86.12270125647713,56,1.0,57.0,6.460189625507925,1.0,15.232231107903145,1.0,85.53647911556907,MG48,3.344940610198018,4.455101219021122,0.5369718508164281,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V152,V,double,508589,86.12270125647713,39,1.0,69.0,9.432709789996462,1.0,21.554354887533098,1.0,83.05450818171835,MG48,3.344940610198018,4.455101219021122,0.5647932982898368,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V153,V,double,508595,86.12371727571376,19,0.0,18.0,0.7532003172859845,1.0,0.5326455754153986,1.0,72.17401915919214,MG49,3.34509776934496,4.454207090121424,0.618588648306764,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V154,V,double,508595,86.12371727571376,19,0.0,18.0,0.7574226615412777,1.0,0.546903683122264,1.0,72.03978278113368,MG49,3.34509776934496,4.454207090121424,0.6274861460913108,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V153
ieee,V155,V,double,508595,86.12371727571376,25,0.0,24.0,0.7673805601317957,1.0,0.6026747815132467,1.0,71.49185429251327,MG49,3.34509776934496,4.454207090121424,0.6392307981667508,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V156,V,double,508595,86.12371727571376,25,0.0,24.0,0.7774848984074684,1.0,0.6472050390181612,1.0,71.14772103239979,MG49,3.34509776934496,4.454207090121424,0.6563845729227448,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V157,V,double,508595,86.12371727571376,25,0.0,24.0,0.8175727622185612,1.0,0.6820117115170923,1.0,67.45988162792116,MG49,3.34509776934496,4.454207090121424,0.6521991169680529,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V158,V,double,508595,86.12371727571376,25,0.0,24.0,0.8334614680578437,1.0,0.7343315112237604,1.0,66.8057843675636,MG49,3.34509776934496,4.454207090121424,0.6715854526304187,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V159,V,double,508589,86.12270125647713,6663,0.0,55125.0,2719.2997751396206,0.0,8355.394070594119,0.0,83.46084855584435,MG48,3.344940610198018,4.455101219021122,0.4492292652024516,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V160,V,double,508589,86.12270125647713,9621,0.0,641511.4375,47453.18117284818,0.0,142075.20232381747,0.0,77.29130822076607,MG48,3.344940610198018,4.455101219021122,0.4729459379382404,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V161,V,double,508595,86.12371727571376,79,0.0,3300.0,4.843938007199951,0.0,58.92939744136149,0.0,96.6636158398926,MG49,3.34509776934496,4.454207090121424,0.5345859538958295,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V162,V,double,508595,86.12371727571376,185,0.0,3300.0,6.594661053145402,0.0,69.19475798192079,0.0,96.41588870583928,MG49,3.34509776934496,4.454207090121424,0.5382498348798493,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V163,V,double,508595,86.12371727571376,106,0.0,3300.0,5.505955213862957,0.0,63.07750182454208,0.0,96.5916163280249,MG49,3.34509776934496,4.454207090121424,0.5352518863063562,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V161
ieee,V164,V,double,508589,86.12270125647713,1978,0.0,93736.0,877.8889283442782,0.0,6049.1295977066575,0.0,77.93925638491294,MG48,3.344940610198018,4.455101219021122,0.5345893163160044,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V143
ieee,V165,V,double,508589,86.12270125647713,2547,0.0,98476.0,2239.912219119266,0.0,8223.208755786554,0.0,76.38466888750595,MG48,3.344940610198018,4.455101219021122,0.5470302228294842,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V166,V,double,508589,86.12270125647713,987,0.0,104060.0,359.46943747463,0.0,1244.455677719042,0.0,76.190650510671,MG48,3.344940610198018,4.455101219021122,0.5520124457233326,1_KEEP_IMPUTE,86.1% null; missingness weakly informative (1.1pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V167,V,double,450909,76.35536966166559,873,0.0,872.0,3.929514219621717,0.0,42.20082921188079,0.0,76.02967822331718,MG37,2.13435526902324,7.905837528915499,0.6726718969099377,2_KEEP_MISSING_INDICATOR,76.4% null; fraud rate 2.13% if null vs 7.91% if present (5.8pp gap). Use block-level indicator (MG37).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V168,V,double,450909,76.35536966166559,965,0.0,964.0,5.859501113649547,0.0,54.032274633242594,0.0,72.80618200829329,MG37,2.13435526902324,7.905837528915499,0.6850247154283258,2_KEEP_MISSING_INDICATOR,76.4% null; fraud rate 2.13% if null vs 7.91% if present (5.8pp gap). Use block-level indicator (MG37).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V169,V,double,450721,76.32353439225116,20,0.0,19.0,0.1680529827848861,0.0,0.904940736709524,0.0,93.62890594268303,MG36,2.128367659816161,7.917378897002552,0.51369493942553,2_KEEP_MISSING_INDICATOR,76.3% null; fraud rate 2.13% if null vs 7.92% if present (5.8pp gap). Use block-level indicator (MG36).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V170,V,double,450721,76.32353439225116,49,0.0,48.0,1.4367789785365366,1.0,1.751136244036693,1.0,72.60029037541393,MG36,2.128367659816161,7.917378897002552,0.6711210049443697,2_KEEP_MISSING_INDICATOR,76.3% null; fraud rate 2.13% if null vs 7.92% if present (5.8pp gap). Use block-level indicator (MG36).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V171,V,double,450721,76.32353439225116,62,0.0,61.0,1.6909075304500818,1.0,2.4447388732309445,1.0,69.24523848690092,MG36,2.128367659816161,7.917378897002552,0.6775300446462278,2_KEEP_MISSING_INDICATOR,76.3% null; fraud rate 2.13% if null vs 7.92% if present (5.8pp gap). Use block-level indicator (MG36).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V172,V,double,450909,76.35536966166559,32,0.0,31.0,0.1320122322406915,0.0,0.9248909964392368,0.0,92.24312652634444,MG37,2.13435526902324,7.905837528915499,0.4962212542153334,2_KEEP_MISSING_INDICATOR,76.4% null; fraud rate 2.13% if null vs 7.91% if present (5.8pp gap). Use block-level indicator (MG37).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V173,V,double,450909,76.35536966166559,8,0.0,7.0,0.0552312881809913,0.0,0.2644382128520471,0.0,95.15651968402432,MG37,2.13435526902324,7.905837528915499,0.4922273769248425,2_KEEP_MISSING_INDICATOR,76.4% null; fraud rate 2.13% if null vs 7.91% if present (5.8pp gap). Use block-level indicator (MG37).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V174,V,double,450721,76.32353439225116,9,0.0,8.0,0.1277937905434883,0.0,0.3797619952105631,0.0,88.5881031905535,MG36,2.128367659816161,7.917378897002552,0.511348031062842,2_KEEP_MISSING_INDICATOR,76.3% null; fraud rate 2.13% if null vs 7.92% if present (5.8pp gap). Use block-level indicator (MG36).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V175,V,double,450721,76.32353439225116,15,0.0,14.0,0.2126391978200387,0.0,0.857129759877973,0.0,88.38212260136319,MG36,2.128367659816161,7.917378897002552,0.5119353186686506,2_KEEP_MISSING_INDICATOR,76.3% null; fraud rate 2.13% if null vs 7.92% if present (5.8pp gap). Use block-level indicator (MG36).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V176,V,double,450909,76.35536966166559,49,0.0,48.0,1.3769793240755992,1.0,1.8294134783063265,1.0,86.0983592468721,MG37,2.13435526902324,7.905837528915499,0.6487281516391887,2_KEEP_MISSING_INDICATOR,76.4% null; fraud rate 2.13% if null vs 7.91% if present (5.8pp gap). Use block-level indicator (MG37).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V177,V,double,450909,76.35536966166559,862,0.0,861.0,3.529244938444901,0.0,41.3104740455388,0.0,86.65482593406908,MG37,2.13435526902324,7.905837528915499,0.6559666644417003,2_KEEP_MISSING_INDICATOR,76.4% null; fraud rate 2.13% if null vs 7.91% if present (5.8pp gap). Use block-level indicator (MG37).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V167
